title,author,category,read_date,description,rating,review,cover_image,page_count
인형의집,헨리크 입센,스리픽,2025-02-01,하나의 인간으로 사랑해주세요,4.0,고전읽기와 글쓰기 수업 때 다른 분반에서는 페미니즘 파트에서 이 책을 읽었다고 했다. 수동적이었던 노라가 자신을 찾기 위해 변하는 모습을 보면서 왠지 뿌듯해졌다. 하지만 여전히 이렇게 사는 사람들이 많겠...지...?!,/static/uploads/a1f20272-da56-4582-9823-b550e2048310.jpeg,218
모순,양귀자,스리픽,2025-02-01,아껴서 좋은 것은 돈만이 아니었다. 어쩌면 돈보다 더 아껴야 할 것은 우리가 아무생각 없이 내뱉는 말들이었다.,4.5,"김장우와 나영규, 둘 중에 누구랑 결혼하지?... 인생에 볼륨이 부족하다는 것에 스스로 실망하기도 하고 고민하기도 하는 모습이 인간적이었다. 너무나 있을법한, 그래서 공감가는 청춘의 생각들.",/static/uploads/13cb58f6-b203-4092-9c84-1d7afdebf6e4.jpeg,308
홍학의 자리,정해연,스리픽,2025-02-01,뒷처리를 할 때는 확실히 죽었는지 꼼꼼히 확인을 해야... 결말의 반전도 예상치 못해서 좋았다.,4.0,북튜버들이 이래서 추천하는구나 싶었던 책. 완전 흥미진진! 그래서 어떻게 된다는건데!??!!를 58번쯤 반복하며 결말까지 달림!,/static/uploads/79eca8b7-bb0a-4f1a-9153-521c6173386b.jpeg,336
안나 까레니나 2,레프 니꼴라예비치 똘스또이,스리픽,2025-02-01,사랑 때문에 가정도 아들도 버렸는데 그 사랑이 예전같지 않다면? 그땐 어떻게 하시겠어요?,4.5,"사랑, 불륜, 도피, 파탄, 자살?! 자극적인 요소들을 다 모아서 고급스럽게 한 상 차려주는 느낌. 재밌게 배불리 잘 먹었습니다!",/static/uploads/766b93af-6a00-4947-9cbb-2f53da1f3c8e.jpeg,706
콘클라베,로베르토 파치,스리픽,2025-03-01,콘클라베 책을 읽고 영화도 보고 나서 얼마 안되어서 새로운 교황이 선출됐다. 신기한 타이밍.,4.5,숭고한 자리에 오르기 위한 상당히 추잡스런 정치적 암투. 마지막엔 감동까지 알뜰히 챙겨준다.,/static/uploads/018ace6c-362c-4eb4-bf1c-dc9ef98aab39.jpeg,354
미스빌리프,댄 애리얼리,북클럽,2025-03-01,그래도 가끔... 음모론은 재밌다,3.5,"지구평평설? 동전이 몸에 자석처럼 붙는다고? 말이야 방구야 싶은 대표 '오신자'들 부터, 우리 주변에 은근슬쩍 녹아있는 조용한 오신자들까지. 잘못된 믿음이 어떻게 비롯되는지 잘 설명해주는 책이었다.",https://books.google.com/books/content?id=LV0wEQAAQBAJ&printsec=frontcover&img=1&zoom=0&edge=curl&source=gbs_api,544
올바른 발레용어,임이랑,스리픽,2025-03-01,나도 마음만큼은 프로 발레리나,4.5,"발레에 한창 빠졌을 때 찾은 책. 난 발레 초보라 대부분의 동작들을 다 처음 들었지만, 프랑스어 단어들을 하나하나 떠올리며 흥미롭게 쓰윽 읽었다.",/static/uploads/85a79f05-fbce-4dca-9f9f-ec398d065469.jpeg,168
이반 일리치의 죽음,레프 톨스토이,스리픽,2025-04-01,"이반 일리치의 삶은 지극히 단순하고 평범했으며, 그래서 대단히 끔찍한 것이었다.",4.0,"피상적인 삶의 끝에서 마침내 깨닫게 되는 의미. 죽음을 회피하며 고통받다가, 마침내 죽음을 받아들이고 평화로워지다. 이반 일리치는 무엇을 위해 그렇게 살아왔는가?",/static/uploads/47f67b8e-91c9-4632-8350-15755e4124e3.jpeg,199
라마와의 랑데부,아서 클라크,북클럽,2025-04-01, 휴고상과 네뷸러상을 모두 수상한 SF 명작. 하지만 제 역량이 부족했나봅니다...,2.0,"라마에 대한 묘사가 아주 세세했는데, 좀체 상상이 안되어서 어려웠던 책. 라마를 보고 경탄해 마지 않던 우주비행사들에 나도 공감하고 싶었다.",/static/uploads/7fb93c8b-9c52-48ac-9b90-1a893650eb6a.jpg,389
나목,박완서,스리픽,2025-04-01,진짜 예술을 하고 싶었던 화가의 예술혼,4.5,"그 그림이 고목이 아니라 나목이었구나, 하고 깨달은 것처럼 나도 뒤늦게 무언가를 이해하는 미성숙한 청춘일 거라는 생각",/static/uploads/9831833f-4228-499e-8f4e-c6e13bbd19c3.jpg,652
숨결이 바람될 때,폴 칼라니티,스리픽,2025-04-01,릴라 오빠가 읽길래 나도 따라 읽었다.,4.0,죽기 전까지 이렇게 또렷하고 명료하게 자신의 생각을 담아낼 수 있다니. 작가는 고통과 죽음 앞에서 쉽게 나약해지지 않는 멋진 인간의 모습을 보여주었다.,/static/uploads/9bb2986e-321b-400c-b487-eee262e6be62.jpeg,244
오후 네시,아멜리 노통브,스리픽,2025-04-01,매일 우리 집을 찾아오는 불청객이 있다. 도저히 돌려보낼 수가 없다.,4.0,평온한 시간을 방해하는 훼방꾼. 그렇게 스트레스 받는 두 시간이 계속된다. 사람은 어디까지 변할 수 있는걸까? 그게 변한걸까 아니면 원래부터 그랬던걸까?,/static/uploads/a935bcdf-e909-4873-a625-ca81f6f7f204.jpeg,252
거울 앞에서 너무 많은 시간을 보냈다,러네이 엥겔른,스리픽,2025-02-01,일하는 업계가 업계인만큼 한 번 읽어봤습니다,2.5,"외모 강박은 우리가 벗어나고 싶어하는 주제이지만 또 우리를 너무나 강하게 가두기도한다. 사회가 우리에게 요구하는 ""교묘하고 철저한"" 외모에 대한 기준을 다시 한번 깨닫게 된다.",/static/uploads/4f3b6758-e653-4cbb-a359-f06925a97137.jpeg,351
가재가 노래하는 곳,델리아 오언스,스리픽,2025-04-01,미스터리? 스릴러? 로맨스? 성장? 야무지게 다 잡은 흡입력 있는 소설,5.0,상처 많은 소녀가 용기있게 사랑하게 되는 과정. 자... 그러니까 왜 상처를 주셨냐구요.,/static/uploads/f48081bb-e02d-4da8-b354-1b85659bdf5e.jpeg,484
인구는 내 미래를 어떻게 바꾸는가,조영태,북클럽,2025-06-01,음... 정답은 글로벌?,4.0,"북클럽에서 함께 읽은 책. 앞으로 달라질 세상에서 우리 사회, 우리 나라, 나의 커리어는 어떻게 될 지 고민해보게 되었다.",/static/uploads/9830927e-e66e-4c60-a758-411afed0fa6c.jpg,139
파리대왕,윌리엄 골딩,북클럽,2025-07-01,이름과 얼굴이 가지는 무게감,3.5,오래된 번역체 때문에 읽기 힘들었다. 그래도 노벨상 작가의 책이라 열심히 읽음! 다 읽었을 때 뿌듯했다.,/static/uploads/922d7e14-09df-4f23-826d-ed72f22403b3.jpg,524
행복한 질문,오나리 유코,스리픽,2025-07-01,나를 얼마나 사랑해? 하늘만큼 땅만큼 사랑해 -- 이 내용을 여러가지 버전으로 귀여운 일러스트와 함께 보여준다.,3.0,귀여운 내용의 동화책. 스무살 때 읽었던 책을 다시 보니 감회가 새로웠다. 만난지 얼마 안 된 연인이 있다면 선물하기 좋음.,/static/uploads/807241bc-fd3e-436e-aa3c-44b9701ce5b1.jpg,56
있으려나 서점,요시타케 신스케,스리픽,2025-07-01,아기자기한 그림과 어린 시절로 돌아간 듯한 몽글몽글한 이야기. 책과 서점 자체를 좋아하는 사람이 쓴 상상력 풍부한 귀여운 책.,3.5,그래 가끔은 이렇게 귀여운 책도 읽어줘야지! 위그든 씨의 사탕가게 이야기처럼 다 읽고나면 기분이 좋아지는 책이었다.,/static/uploads/9788934981237.jpg,104
줄무늬 파자마를 입은 소년,존 보인,스리픽,2025-07-01,영화 <인생은 아름다워>도 함께 보면 좋아요,4.5,아무것도 모르는 어린 아이들이 나치즘에 희생당하는 슬픈 이야기...읽기 난이도 <하>여서 술술 읽혀지는 건 좋았음. 중학생 친구들에게 추천👍🏻,/static/uploads/d7eccd1b-a1b6-4bc2-8c0f-f015fd6a32d6.jpeg,353
인간실격,다자이 오사무,북클럽,2025-05-01,부끄럼 많은 생애를 보내 왔습니다. -- 가 이 소설의 첫 문장. 부끄럼 많은 것을 알고 있다니 다행이라고 해야할까?,4.5,"우울함, 무력감, 외로움, 혼란함 등의 감정에 흠뻑 젖을 수 있는 책. 이 일본 특유의 감성이 간지럽기도 하고, 웃기기도 하고.",/static/uploads/32a6369a-be8e-4342-be11-4229b9faa6dd.jpeg,126
네버 라이,프리다 맥파든,스리픽,2025-06-01,범인은 이런 사람일거야... 라고 함부로 단정짓지 마세요😉,4.5,쇼츠를 3시간 본 것 같은 도파민! 한번 시작하면 끝까지 쭉 달려야 하니 밤에 읽기 시작하지 말 것,/static/uploads/aee659fd-21b4-47fc-9d67-c741cbcde9a3.jpeg,264
이갈리아의 딸들,게르드 브란튼베르그,스리픽,2025-07-01,대학생 때 읽었던 고전을 다시 읽었다. 그땐 왜 몰랐을까?,5.0,2017년 고급 읽기와 글쓰기 시간에 교수님과 함께 읽었던 책. 이 시대에 이런 책을? 이라는 생각이 들만큼 파격적인 내용. 통쾌하면서도 씁쓸한 이야기.,/static/uploads/d10e108a-dee4-49f6-a35d-6f4cc0f4a396.jpg,530
곰탕 1,김영탁,스리픽,2025-07-01,미래에는 맛있는 고기를 구하기 어렵다니... 벌써 서글퍼지는걸,3.5,음식과 타임리프의 조화라... 소재가 흥미로움. 이 책 읽고나서 잘 끓인 곰탕이 먹고 싶어져서 국밥집에 갔다. 곰탕이 맛있었다. ,/static/uploads/1dfb67c2-b3fa-41c3-9feb-b5232d0fafc1.jpg,688
곰탕 2,김영탁,스리픽,2025-07-01,전산화가 너무 잘 되어있는 우리나라... 시간 여행자들이 살기 어렵겠다는 생각.,4.0,과거로 회귀한 사람들이 돈을 버는 방법이 '이거' 라고?! 아이디어가 너무 대단하다. 나는 미나리곰탕을 좋아한다.,/static/uploads/cee343a6-e565-4b7f-a532-907d9550e847.jpg,368
음악소설집,김애란,스리픽,2025-07-01,린린이 이 책을 읽고 싶어서 사두었다고 해서 나도 빌려서 읽어본 책. 음악에 대한 다섯 개의 단편선 모음.,3.5,"Love hurts, love scars, love wounds and marks... 정말 '안녕'이라고 말하는 것 같다.",/static/uploads/27612920-2f19-412e-a163-714b7ca3e8c6.jpg,318
나를 사랑하고 싶어,와타나베 폰,스리픽,2025-07-01,"과거의 내가 불쌍하고 안타까울 때, 지금의 나를 어린 아이처럼 보듬어주세요",3.5,가정에서 학대를 받은 작가의 이야기... 저는 그정도로 힘들진 않긴 한데요 ㅠ... 그래도 함께 힘내요!!!!!,/static/uploads/58f7123d-546b-42b6-969c-798888626e9f.jpg,110
아무튼,아고타 크리스토프,스리픽,2025-07-01,,2.0,얇아서 호기롭게 집어 들었는데... 어떤 내용인지 기억에 잘 안남는 책이었다.,/static/uploads/f7d49b11-24a3-4208-ac8c-ec74409d51da.jpg,113
헌등사,다와다 요코,스리픽,2025-07-01,어릴수록 생명이 위태로운 신개념 디스토피아 세계관으로 초대합니다,4.0,내가 일본어를 할 줄 알았다면 더 재밌게 읽을 수 있었을텐데. 그 점이 아쉬웠다. 대신 일본어를 잘하는 친구들에게 추천 많이 한 책. 언어유희에 재능이 넘치는 작가의 독특한 소설.,/static/uploads/47c6b729-e2ff-4ce5-ae2c-ba7f89d285b8.jpeg,369
달과 6펜스,서머싯 몸,스리픽,2025-08-01,나는 그림을 그려야 한다지 않소. 그리지 않고서는 못 베기겠단 말이오. 물에 빠진 사람에게 헤엄을 잘 치고 못 치고가 문제겠소? 우선 헤어나오는게 중요하지. 그렇지 않으면 빠져 죽어요.,5.0,"주인공의 마구잡이식 행보... 그리고 어느 정도의 낭만, 예술에 대한 집착, 사랑까지.",/static/uploads/3b730550-0a0f-4f0e-a2d2-fe0eddc7039d.jpg,200
꿈에대하여,요시모토 바나나,스리픽,2025-08-01,,3.0,꿈에 대해 관심이 많은 작가의 소소한 생각들을 들을 수 있어서 좋았다. 친구랑 이야기 하는 느낌으로 쉽게 읽을 수 있던 책. 꿈 메모를 한다던 채윤이가 생각났다.,/static/uploads/06829b24-a167-43be-b827-2970f62fc69f.jpg,117
히든 픽처스,제이슨 르쿨락,스리픽,2025-08-01,"쇼츠, 릴스 너무 많이 봐서 고민이라면? 당장 이 책 빌려서 읽으면 됨! 뒷 이야기가 너무너무 궁금해지는 도파민 파티 소설",4.5,너무 흥미진진해서 앉은 자리에서 뚝딱 읽어버렸다! 중간중간 들어있는 삽화가 몰입도를 높여줌.,/static/uploads/71cce30d-41ba-4c79-baf2-2b9d5bfd05ba.jpg,553
버진 수어사이드, 제프리 유제니디스,스리픽,2025-08-01,이 집을 벗어나기 위해 자살을 택한 소녀들.,5.0,"""그날 아침은 리즈번가에 남은 마지막 딸이 자살할 차례였다.""로 시작하는 충격적인 내용의 책. 어떻게 독서를 시작하지 않을 수 있겠어?!",/static/uploads/15b79cfb-7638-4905-ae13-df36d3f0b5d6.jpeg,481
노르웨이의 숲,무라카미 하루키,스리픽,2025-08-01,"허무함, 공허함, 상실감 그리고 사랑. ",3.5,내가 어렸을 때 이런 내용의 책을 읽었다고?! 아끼는 사람들을 잃은 와타나베가 잘 살아나갈 수 있을지 걱정된다. 상실감으로 흔들리는 청춘에 대한 극적인 이야기. ,/static/uploads/a6fd8039-dc9d-4b75-a02c-40422e9e28d7.jpg,687
서부 전선 이상 없다,에리히 마리아 레마르크,스리픽,2025-08-01,몇 달간 이어진 생사를 위협하는 전투가 고작 몇 백 미터의 땅을 차지하기 위한 싸움이었다는 것을 알았을 때의 허무함.,4.5,"넷플에서 영화 보고 책까지 읽음! 영화만큼 재밌었고, 주인공과 친구들의 허무한 죽음이 안타까웠다. 전쟁 소설은 공포 소설이다.",/static/uploads/14281039-9afb-429e-be42-f86bb49d0182.jpg,246
완전한 행복,정유정,스리픽,2025-08-01,,4.0,텍스트로 보는 영화 한 편! 너무 재밌어서 앉은 자리에서 뚝딱 읽었다. 유튜브 왜 봐? 이거 읽으면 되는데!,/static/uploads/a601ae4f-8718-495d-a584-b0867ad4357b.jpg,673
두고온 여름,성해나,스리픽,2025-08-01,,3.0,"그땐 그랬지, 나한테 이런 일들이 있었지, 하는 담담한 이야기. 이제는 더이상 만날 수 없는 인연, 그리고 굳이 물어보지 않아도 되는 어렴풋한 과거를 뒤로하는 이야기.",/static/uploads/eb06d048-3374-4875-a86c-05b9920b43b6.jpeg,139
삼체1: 삼체문제,류츠신,스리픽,2025-08-01,"드라마보다 더 재밌는 소설. 책을 읽기 전엔 '삼체'가 뭔지도 몰랐는데, 우주에 대해 공부하게 된달까.",4.0,두께에 압도되지 말 것! 서서히 쌓아나가는 인물들의 서사와 세세하게 짜여진 세계관이 견고하다. 대작의 시작.,/static/uploads/055e9e2f-b827-425e-bd2e-ab93b4399350.jpg,626
김용호: 거짓말엔 이제 지쳤다,장진영,스리픽,2025-08-01,,3.5,잊을 수는 없는 거니? 네. -- 이 짧은 대화가 강렬히 남았다.,/static/uploads/43e27527-fde8-4e3a-b95b-4a229588d177.jpg,46
작은 땅의 야수들,김주혜,스리픽,2025-08-01,일제강점기 시절 여성들의 삶과 사랑. 시간이 지나며 엇갈린 인연과 이념들.,3.0,톨스토이 문학상을 받았다고 해서 읽기 시작한 책. <토지>같은 느낌을 기대했으나 청소년 문학 같았달까. 엄청난 알맹이를 기대했어서인지 다소 아쉬웠다.,/static/uploads/08bcb44e-da00-459a-9d65-ce092897b523.jpg,815
데미안,헤르만 헤세,스리픽,2025-09-01,새는 알에서 나오려고 투쟁한다. 알은 세계다. 태어나려는 자는 한 세계를 파괴해야만 한다. 새는 신에게 날아간다. 신의 이름은 아브락사스다.,3.5,"여러 번 읽어도 새로운 책. ""눈을 감아, 싱클레어.""로 영업되어 시작된 데미안과의 사투. 이 책을 이해하기위해 또다른 노력이 더 필요할 듯🥲",/static/uploads/bf4ab569-4bfd-48f9-bfc0-18c195b3bfc9.jpg,376
아Q정전,루쉰,스리픽,2025-10-01,"신혼여행가는 비행기 안에서 읽음! 어렸을 때부터 집에 있었는데, 서른 살이 되어서야 읽네요",3.5,"패배주의, 노예근성, 정신승리 그 자체인 아Q. 그의 기이한 행동들을 보고 있자면 마음이 아플 지경이다. 다 읽고 나서 이 작품의 의의와 영향력을 알아보는 재미도 있다!",/static/uploads/3e34b8af-9a13-4c5f-b31e-083df4943ca0.jpg,399
삼체2: 암흑의 숲,류츠신,스리픽,2025-09-01,찬희님의 추천 도서,3.5,방대한 세계관을 끌어나가는 작가의 역량이 대단하다. 이 책의 모든 것을 이해하지 못해도 계속 읽을 수 있으니 힘내세요!,/static/uploads/4e64bc7e-c0ae-4ddd-a696-398277631a89.jpg,708
분실물이 돌아왔습니다,김혜정,스리픽,2025-10-01,튀르키예 시린제 마을에서 만난 아이샤가 읽고있다고 했던 책,2.5,예전에 읽었던 <달러구트 꿈 백화점>이 생각나는 책. 아동 도서 같은 느낌이어서 읽다가 흥미가 떨어졌지만 끝까지 읽었다!,/static/uploads/e59dd4ab-f7f8-43a2-b2b3-f12d81aa9df0.jpeg,310
배를 엮다,미우라 시온,스리픽,2025-10-01,우연히 유튜브 쇼츠에서 이 소설을 원작으로 한 애니메이션을 보게 되었는데... 재밌어 보이잖아?!,3.5,"사전을 만드는 사람들의 이야기. ""오른쪽""에 대해 물어보면 뭐라고 답하시겠어요? 방향? 이념? 옳고 그름?",/static/uploads/1df0c76d-74b9-449b-9eb6-d24117f8fbdb.jpeg,335
앵무새 죽이기,하퍼 리 Harper Lee,스리픽,2025-11-01,신념을 지키는 아버지의 모습을 아이의 시선으로 담은 이야기. ,4.0,어렵지 않게 즐겁게 읽은 책. 바르다고 생각하는 방향으로 꿋꿋이 나아가는 일은 언제나 어려운 일이다.,/static/uploads/5b0136dc-525e-42b7-b462-e6a9da8f9983.jpeg,671
사탄탱고,크러스너호르커이 라슬로,스리픽,2025-11-01,,0.0,,/static/uploads/16af6d4e-e71a-41c2-80a3-0cdff69f6d30.jpg,385
야밤의 공대생 만화,맹기완,스리픽,2025-06-01,2017년 쯤 유행(?)하던 야공만 책을 알라딘 중고서점에서 발견!,5.0,"저명한 과학자, 수학자, 그리고 각종 천재들의 재미있는 일화를 담은 만화책. 작가님이 이제 교수님이 되셔서 그림을 더 안 그리시는게 아쉽다. 남편과의 연애 초 같이 재미있게 읽었었는데, 이번에 단행본을 사서 한 번 더 읽게 되어 좋았다.",/static/uploads/7bd4c2d3-8c43-4238-8085-245d20cc8a8e.jpg,393
HOW TO 맥킨지 문제해결의 기술,오시마 사치요,스리픽,2025-11-16,맥킨지 컨설팅에 사용하는 업무 프레임워크를 간단히 배워볼 수 있다. ,3.5,만화가 대부분이어서 독서 권태기에 읽었다. 내가 일하는 방식을 짚어보고 마음가짐을 새롭게 해주는 데에 의의가 있었던 책이었다.,/static/uploads/695ad77f-581e-49df-9c0a-84cae7af0faf.jpg,224
수학적으로 말하고 쓰는 기술,"소부카와 다쿠야 , 야마모토 나오토",스리픽,2025-11-17,똑똑한 일잘러가 되고 싶어서 읽기 시작한 책. 근데... 실생활 응용보다는 수학 교과서의 개념을 다시 짚어주는 느낌.,3.0,"이 책, 상당히 어렵다. 몇 번을 하차했다가 도전했는지! 결국 올해가 가기 전에 읽는구나. 수학적 개념에 대한 설명은 좋았는데, 실생활이나 업무에 대한 응용이 조금 아쉬운 챕터들이 있었다. 수열이나 확률에 관한 내용은 나름 도움이 됐다. ",/static/uploads/2fb60418-134f-47c0-85a2-f252f7c195e0.jpg,410
Z세대 트렌드 2026,대학내일 20대 연구소,스리픽,2025-11-23,2025년 11월 21일 열렸던 대학내일 T.CON에서 선물로 받았다! ,4.0,"이 날 들었던 컨퍼런스 내용이 잘 정리되어 있는 책이다. 어렴풋이 알고 있었던 요즘의 트렌드를 깔끔하게 정의해준다. 모든 내용이 정답은 아닐 수 있겠지만 읽을 수록 명확해지는 느낌이 드는 게 즐겁다. 이날의 키워드 세 가지! 👉 적시감각, 에고스페이싱, 불안세대",/static/uploads/4edf4f2a-7715-46a5-ae81-07c8a388c1c1.jpeg,222
